basename	edge_label	prune_label	pathlength	exterior2surface	surface2volume	mindfe	maxdfe	minmaxdfe	length2width	depth	angle
462_PV_skeleton_graphs.pckle	((345, 340, 121), (356, 351, 108))	0	15	0.729015201586	0.291747011184	5	6	1	2.72727272727	137.802587559	0.0196169017901
462_PV_skeleton_graphs.pckle	((354, 328, 117), (361, 317, 109))	0	10	0.769662921348	0.537764350453	2	4	2	3.33333333333	146.942082	0.0309444958269
462_PV_skeleton_graphs.pckle	((354, 328, 117), (360, 313, 119))	0	14	0.790419161677	0.475783475783	2	4	2	4.66666666667	146.942082	0.016065763786
462_PV_skeleton_graphs.pckle	((353, 334, 117), (369, 335, 106))	0	15	0.777083333333	0.400500625782	3	6	3	3.33333333333	144.636454822	0.0198700301212
462_PV_skeleton_graphs.pckle	((284, 231, 135), (192, 263, 130))	0	92	0.915765561109	0.142923934077	5	11	6	11.5	62.505903505	0.0697985568719
502_PV_skeleton_graphs.pckle	((178, 251, 91), (171, 281, 85))	0	29	0.90412371134	0.0531288511571	4	6	2	5.8	72.6992332067	0.0329764471406
502_PV_skeleton_graphs.pckle	((178, 251, 91), (167, 247, 87))	0	10	0.754654983571	0.0791298318599	3	6	3	2.22222222222	72.6992332067	0.0224143112567
502_PV_skeleton_graphs.pckle	((312, 218, 106), (326, 216, 104))	0	13	0.855614973262	0.0714714714715	4	5	1	2.88888888889	38.9835614515	0.0330523504098
502_PV_skeleton_graphs.pckle	((207, 225, 96), (185, 224, 100))	0	21	0.739631336406	0.061062258178	3	6	3	4.66666666667	51.8893123916	0.0409294049865
502_PV_skeleton_graphs.pckle	((332, 253, 105), (348, 253, 105))	0	15	0.756704980843	0.103984063745	1	4	3	6.0	60.0955008993	0.0116810954653
502_PV_skeleton_graphs.pckle	((332, 253, 105), (338, 264, 98))	0	12	0.893536121673	0.0502627806976	4	6	2	2.4	60.0955008993	0.0240770630529
378_PV_skeleton_graphs.pckle	((191, 252, 97), (176, 268, 91))	0	20	0.862051015096	0.0884927215773	4	7	3	3.63636363636	97.7327549583	0.018484115779
378_PV_skeleton_graphs.pckle	((191, 252, 97), (186, 244, 94))	0	7	0.77843803056	0.104627409184	5	6	1	1.27272727273	97.7327549583	0.0104969130475
378_PV_skeleton_graphs.pckle	((330, 282, 115), (345, 283, 125))	0	16	0.68427672956	0.103989535644	4	8	4	2.66666666667	74.8262200174	0.022918177837
378_PV_skeleton_graphs.pckle	((209, 246, 113), (203, 253, 118))	0	7	0.726907630522	0.123806682578	4	6	2	1.4	88.3432430263	0.0194501270091
378_PV_skeleton_graphs.pckle	((209, 246, 113), (195, 239, 110))	0	14	0.704697986577	0.119606662653	3	6	3	3.11111111111	88.3432430263	0.0208935298781
378_PV_skeleton_graphs.pckle	((305, 247, 115), (303, 245, 115))	1	1	None	None	None	None	None	None	51.9072268757	None
378_PV_skeleton_graphs.pckle	((296, 208, 111), (291, 218, 110))	1	9	0.269727403156	0.128325508607	8	10	2	1.0	29.5432268544	None
378_PV_skeleton_graphs.pckle	((353, 300, 106), (363, 290, 103))	0	9	0.781618887015	0.10604434907	4	6	2	1.8	92.3961814225	0.0119294827911
378_PV_skeleton_graphs.pckle	((353, 300, 106), (357, 307, 103))	0	6	0.763157894737	0.097923298469	5	6	1	1.09090909091	92.3961814225	0.00669179401879
378_PV_skeleton_graphs.pckle	((342, 297, 111), (346, 316, 115))	0	18	0.676829268293	0.119359534207	3	7	4	3.6	85.0741890483	0.013680156555
588_PV_skeleton_graphs.pckle	((271, 266, 124), (298, 288, 116))	0	29	0.885904255319	0.0230121425774	6	8	2	4.14285714286	81.1385305203	None
588_PV_skeleton_graphs.pckle	((271, 266, 124), (292, 247, 124))	0	24	0.765426880811	0.0349751655629	5	8	3	3.69230769231	81.1385305203	None
588_PV_skeleton_graphs.pckle	((269, 265, 124), (268, 266, 123))	1	0	None	None	None	None	None	None	81.1385305203	None
588_PV_skeleton_graphs.pckle	((176, 265, 117), (162, 278, 136))	0	20	0.756652360515	0.0319528250137	4	9	5	3.07692307692	92.123425934	0.0315605933816
588_PV_skeleton_graphs.pckle	((154, 296, 111), (161, 306, 114))	0	9	0.779803646564	0.0579863370202	2	5	3	2.57142857143	119.797508224	0.0248530458117
588_PV_skeleton_graphs.pckle	((154, 296, 111), (150, 308, 103))	0	11	0.877590673575	0.0293625437395	5	5	0	2.2	119.797508224	0.0182351053446
569_PV_skeleton_graphs.pckle	((287, 255, 145), (307, 234, 145))	0	25	0.803308823529	0.0676897552883	3	6	3	5.55555555556	61.5180408972	0.0351444445108
569_PV_skeleton_graphs.pckle	((171, 246, 117), (154, 237, 109))	0	17	0.808648648649	0.0749594813614	3	5	2	4.25	82.7173538847	0.0125773881433
569_PV_skeleton_graphs.pckle	((171, 246, 117), (163, 272, 115))	0	25	0.899862825789	0.061493040911	3	5	2	6.25	82.7173538847	0.0147473183303
569_PV_skeleton_graphs.pckle	((310, 269, 139), (305, 283, 134))	0	13	0.722910216718	0.0803982576229	2	5	3	3.71428571429	77.405022969	0.0115183868164
569_PV_skeleton_graphs.pckle	((310, 269, 139), (320, 270, 132))	0	9	0.851822503962	0.052474012474	5	5	0	1.8	77.405022969	0.0195032239937
569_PV_skeleton_graphs.pckle	((266, 194, 119), (267, 195, 119))	1	0	None	None	None	None	None	None	6.40911506266	None
RV10_PV_skeleton_graphs.pckle	((301, 249, 108), (321, 247, 120))	0	20	0.685950413223	0.325206373584	3	8	5	3.63636363636	84.0274338623	0.0235359992108
RV10_PV_skeleton_graphs.pckle	((322, 265, 97), (325, 276, 98))	0	11	0.658405172414	0.36957387495	3	7	4	2.2	105.559055699	0.0156180124944
RV10_PV_skeleton_graphs.pckle	((323, 264, 97), (337, 249, 96))	0	14	0.716366752356	0.346805349183	4	7	3	2.54545454545	105.559055699	None
RV10_PV_skeleton_graphs.pckle	((323, 264, 97), (329, 262, 88))	0	8	0.766738660907	0.253097667638	6	7	1	1.23076923077	105.559055699	None
RV10_PV_skeleton_graphs.pckle	((222, 227, 97), (204, 226, 111))	0	18	0.686310063463	0.298188699649	4	9	5	2.76923076923	97.6716685916	0.0235640174058
RV10_PV_skeleton_graphs.pckle	((222, 227, 97), (197, 227, 94))	0	24	0.749014454665	0.221655865434	8	9	1	2.82352941176	97.6716685916	0.0131309793076
228_PV_skeleton_graphs.pckle	((330, 282, 120), (351, 261, 118))	0	25	0.730955259976	0.0333898578811	3	8	5	4.54545454545	70.7390860391	0.0226756282419
228_PV_skeleton_graphs.pckle	((336, 297, 115), (351, 319, 100))	0	23	0.836734693878	0.0260539947172	4	7	3	4.18181818182	81.1482937744	0.0184754811116
228_PV_skeleton_graphs.pckle	((336, 297, 115), (354, 304, 121))	0	17	0.63807728558	0.0457288164813	2	6	4	4.25	81.1482937744	0.01340713875
228_PV_skeleton_graphs.pckle	((286, 248, 106), (286, 246, 105))	1	1	None	None	None	None	None	None	42.0336171174	None
228_PV_skeleton_graphs.pckle	((331, 286, 119), (345, 293, 130))	0	14	0.649095200629	0.0390116635973	2	8	6	2.8	70.7390860391	None
228_PV_skeleton_graphs.pckle	((223, 263, 106), (214, 270, 121))	0	17	0.709803921569	0.0355871886121	3	7	4	3.4	91.8769851357	0.00735999737217
228_PV_skeleton_graphs.pckle	((223, 263, 106), (207, 240, 111))	0	22	0.737175792507	0.045541643699	3	8	5	4.0	91.8769851357	0.0298205971624
441_PV_skeleton_graphs.pckle	((184, 249, 113), (162, 234, 108))	0	22	0.769474350855	0.349104576608	3	7	4	4.4	82.3917186705	0.0161730238781
441_PV_skeleton_graphs.pckle	((341, 269, 126), (354, 251, 120))	0	17	0.75499092559	0.297462659708	4	7	3	3.09090909091	81.0505842564	0.0131028512518
441_PV_skeleton_graphs.pckle	((341, 269, 126), (354, 295, 123))	0	26	0.880632954936	0.197379141771	5	7	2	4.33333333333	81.0505842564	0.0104874844103
441_PV_skeleton_graphs.pckle	((309, 246, 132), (322, 236, 135))	0	12	0.668831168831	0.218838814454	7	11	4	1.33333333333	56.3597985351	0.0300937030376
441_PV_skeleton_graphs.pckle	((174, 265, 110), (159, 294, 99))	0	30	0.865146256817	0.298416925581	3	6	3	6.66666666667	93.5137148443	0.00961487573548
441_PV_skeleton_graphs.pckle	((174, 265, 110), (187, 287, 112))	0	23	0.821478382148	0.383319967923	3	5	2	5.75	93.5137148443	0.0261769909923
9_PV_skeleton_graphs.pckle	((260, 205, 134), (327, 249, 129))	0	73	0.894749431886	0.176069240003	6	10	4	9.125	21.8520567271	0.0167291771397
9_PV_skeleton_graphs.pckle	((260, 205, 134), (166, 279, 123))	0	107	0.930779920097	0.167805873351	7	10	3	12.5882352941	21.8520567271	0.0211491302296
105_PV_skeleton_graphs.pckle	((301, 274, 197), (325, 292, 173))	0	31	0.857870007831	0.205951132973	4	7	3	5.63636363636	49.6833690854	0.0305496813957
105_PV_skeleton_graphs.pckle	((292, 213, 171), (294, 208, 157))	0	13	0.752783028775	0.139614674056	10	12	2	1.18181818182	0.0	None
105_PV_skeleton_graphs.pckle	((308, 274, 203), (316, 264, 207))	0	9	0.767904509284	0.388059701493	3	5	2	2.25	54.431070971	0.0256279735016
105_PV_skeleton_graphs.pckle	((308, 274, 203), (312, 279, 213))	0	10	0.642732049037	0.424535315985	3	6	3	2.22222222222	54.431070971	0.0190961513577
105_PV_skeleton_graphs.pckle	((251, 259, 184), (223, 261, 176))	0	28	0.812341504649	0.240544936966	5	7	2	4.66666666667	50.4604711702	0.0176260260313
105_PV_skeleton_graphs.pckle	((251, 259, 184), (237, 257, 190))	0	14	0.665144596651	0.297285067873	4	8	4	2.33333333333	50.4604711702	0.0226524327397
3_PV_skeleton_graphs.pckle	((292, 249, 133), (328, 285, 126))	0	49	0.909380305603	0.212070750259	2	8	6	9.8	70.7301881461	0.0221382291314
3_PV_skeleton_graphs.pckle	((292, 249, 133), (294, 240, 134))	1	8	0.617006324666	0.317350579839	5	8	3	1.23076923077	70.7301881461	0.0232231222198
3_PV_skeleton_graphs.pckle	((193, 262, 120), (174, 243, 122))	0	21	0.863372093023	0.370390309556	3	5	2	5.25	117.541782118	0.021755846906
3_PV_skeleton_graphs.pckle	((193, 262, 120), (182, 272, 118))	0	12	0.876058506543	0.336354220611	4	5	1	2.66666666667	117.541782118	0.0252535189437
111_PV_skeleton_graphs.pckle	((291, 176, 92), (276, 168, 96))	1	15	0.61488904796	0.0332365816521	6	8	2	2.14285714286	18.41436547	0.0127149227857
111_PV_skeleton_graphs.pckle	((198, 239, 92), (185, 224, 84))	0	15	0.798514391829	0.0524904961497	3	6	3	3.33333333333	96.7677544077	0.00595583516593
111_PV_skeleton_graphs.pckle	((348, 267, 88), (348, 268, 86))	1	1	None	None	None	None	None	None	99.7187897032	None
111_PV_skeleton_graphs.pckle	((348, 267, 88), (356, 249, 87))	0	17	0.786212238575	0.0412512781186	2	6	4	4.25	99.7187897032	0.0170805024163
111_PV_skeleton_graphs.pckle	((186, 253, 87), (189, 272, 86))	0	18	0.755434782609	0.0528007346189	2	5	3	5.14285714286	107.316358063	0.0111640557719
111_PV_skeleton_graphs.pckle	((186, 253, 87), (178, 259, 80))	0	8	0.788651315789	0.0362508943477	5	5	0	1.6	107.316358063	0.00650269803784
RV35_PV_skeleton_graphs.pckle	((328, 286, 259), (344, 271, 262))	0	15	0.608822457164	0.214985500431	6	12	6	1.66666666667	68.2805281408	None
RV35_PV_skeleton_graphs.pckle	((328, 286, 259), (348, 294, 270))	0	20	0.651353568499	0.237228763258	5	12	7	2.35294117647	68.2805281408	None
RV35_PV_skeleton_graphs.pckle	((235, 246, 235), (207, 241, 249))	0	27	0.593363695511	0.232140160097	5	12	7	3.17647058824	73.4087420435	0.0175569815501
RV35_PV_skeleton_graphs.pckle	((235, 246, 235), (189, 245, 218))	0	45	0.79411329685	0.137399150527	9	12	3	4.28571428571	73.4087420435	0.0143136097535
RV35_PV_skeleton_graphs.pckle	((327, 286, 259), (335, 299, 238))	0	21	0.745661991918	0.140980530143	9	13	4	1.90909090909	68.2805281408	0.0134002795329
RV35_PV_skeleton_graphs.pckle	((247, 249, 242), (224, 252, 265))	0	23	0.623089983022	0.186382574759	6	14	8	2.3	65.8465998839	0.0113554041289
RV11_PV_skeleton_graphs.pckle	((280, 220, 120), (278, 218, 120))	1	1	None	None	None	None	None	None	10.0987007234	None
RV11_PV_skeleton_graphs.pckle	((274, 254, 133), (310, 296, 120))	0	59	0.861685524776	0.193792295187	5	10	5	7.86666666667	41.6027489905	0.0212497724532
RV11_PV_skeleton_graphs.pckle	((274, 254, 133), (209, 270, 119))	0	64	0.863522134158	0.187965553577	6	10	4	8.0	41.6027489905	0.0242213475794
184_PV_skeleton_graphs.pckle	((302, 264, 104), (322, 255, 107))	0	19	0.738879260543	0.323914670659	3	7	4	3.8	75.0758974069	0.0186609342339
184_PV_skeleton_graphs.pckle	((282, 217, 103), (213, 222, 92))	0	68	0.903733630538	0.155169804795	8	9	1	8.0	38.4456213012	0.0123872248362
184_PV_skeleton_graphs.pckle	((313, 276, 99), (319, 280, 94))	0	6	0.762363519589	0.26909782233	6	6	0	1.0	87.50322979	0.0161303275028
184_PV_skeleton_graphs.pckle	((313, 276, 99), (319, 281, 107))	0	8	0.676575505351	0.526282853567	2	6	4	2.0	87.50322979	0.016812988534
218_PV_skeleton_graphs.pckle	((295, 161, 105), (293, 154, 104))	1	6	0.638945752303	0.0252037973377	10	11	1	0.571428571429	6.10533874886	0.00905742689353
218_PV_skeleton_graphs.pckle	((185, 236, 103), (174, 217, 92))	0	18	0.783993783994	0.0462550316274	3	6	3	4.0	97.0164534228	0.0143815394526
218_PV_skeleton_graphs.pckle	((178, 249, 99), (181, 262, 105))	0	12	0.760092272203	0.0547072185765	3	5	2	3.0	105.042914733	0.0159270669968
218_PV_skeleton_graphs.pckle	((178, 249, 99), (168, 258, 92))	0	12	0.824037706206	0.0382236368004	4	5	1	2.66666666667	105.042914733	0.00938379577047
218_PV_skeleton_graphs.pckle	((282, 204, 116), (332, 280, 114))	0	81	0.898661367915	0.0233803450569	5	9	4	11.5714285714	35.9984281771	0.0131144815178
142_PV_skeleton_graphs.pckle	((287, 275, 141), (277, 277, 139))	0	9	None	None	None	None	None	None	80.8089712114	0.0349617860546
142_PV_skeleton_graphs.pckle	((287, 275, 141), (288, 324, 99))	0	65	None	None	None	None	None	None	80.8089712114	0.0230637044908
142_PV_skeleton_graphs.pckle	((268, 173, 134), (273, 172, 133))	0	4	None	None	None	None	None	None	19.7260682703	0.0287732601704
518_PV_skeleton_graphs.pckle	((280, 236, 217), (271, 247, 206))	1	10	0.506531816266	0.0654891679316	1	10	9	1.81818181818	27.7702276615	0.0360487907237
518_PV_skeleton_graphs.pckle	((202, 269, 194), (191, 259, 188))	0	10	0.675531914894	0.0763606823721	3	7	4	2.0	81.8597576723	0.0220261730453
518_PV_skeleton_graphs.pckle	((202, 269, 194), (196, 274, 192))	0	6	0.791044776119	0.0514524207012	6	7	1	0.923076923077	81.8597576723	0.0329237338032
518_PV_skeleton_graphs.pckle	((295, 290, 227), (306, 297, 243))	0	15	0.649953574745	0.0676507537688	2	7	5	3.33333333333	68.1545747383	0.0619016277947
518_PV_skeleton_graphs.pckle	((295, 290, 227), (312, 301, 207))	0	23	0.82772915707	0.040590819856	5	8	3	3.53846153846	68.1545747383	0.0517286440627
518_PV_skeleton_graphs.pckle	((238, 258, 202), (226, 259, 216))	0	14	0.693757361602	0.0477100309076	5	10	5	1.86666666667	54.8981454552	0.0268677030231
196_PV_skeleton_graphs.pckle	((321, 243, 119), (353, 289, 105))	0	49	0.889226407452	0.0208856744068	5	8	3	7.53846153846	63.242665132	0.0250667626716
196_PV_skeleton_graphs.pckle	((321, 243, 119), (347, 234, 122))	0	25	0.729233593391	0.0314634322432	4	8	4	4.16666666667	63.242665132	0.0225036193093
196_PV_skeleton_graphs.pckle	((302, 187, 108), (179, 259, 99))	0	134	0.9281547663	0.0188448207008	5	10	5	17.8666666667	29.7251293642	0.0122170563377
196_PV_skeleton_graphs.pckle	((313, 153, 96), (322, 142, 93))	1	10	0.70101010101	0.0270181758638	8	10	2	1.11111111111	6.2931239995	0.0104694144523
196_PV_skeleton_graphs.pckle	((307, 141, 94), (305, 139, 93))	1	1	None	None	None	None	None	None	0.0	None
RV41_PV_skeleton_graphs.pckle	((324, 300, 247), (350, 313, 263))	0	25	0.643280977312	0.246812543074	3	12	9	3.33333333333	89.5379191355	0.019875288856
RV41_PV_skeleton_graphs.pckle	((323, 279, 245), (341, 264, 204))	0	40	0.729679144385	0.182519154751	6	12	6	4.44444444444	85.9974862207	0.0122904419524
RV41_PV_skeleton_graphs.pckle	((330, 273, 245), (348, 273, 269))	0	26	0.638508730533	0.267584290946	3	9	6	4.33333333333	91.1663210601	0.0191652850878
RV41_PV_skeleton_graphs.pckle	((330, 273, 245), (350, 249, 245))	0	24	0.759107468124	0.232923207467	4	9	5	3.69230769231	91.1663210601	0.0190893314609
RV41_PV_skeleton_graphs.pckle	((351, 315, 198), (357, 302, 185))	0	16	0.743680485339	0.216104009614	6	9	3	2.13333333333	125.775483779	0.00998109766505
RV41_PV_skeleton_graphs.pckle	((351, 315, 198), (354, 323, 185))	0	12	0.721424774056	0.258663366337	6	9	3	1.6	125.775483779	0.00592704683156
RV41_PV_skeleton_graphs.pckle	((344, 318, 217), (355, 346, 217))	0	27	0.68070477009	0.28148058546	3	11	8	3.85714285714	113.945192586	0.0134507034206
RV41_PV_skeleton_graphs.pckle	((199, 291, 219), (200, 289, 217))	1	2	0.361643835616	0.350624399616	10	10	0	0.2	105.071314875	None
RV41_PV_skeleton_graphs.pckle	((190, 313, 205), (186, 319, 192))	0	12	0.790496760259	0.191144596966	7	8	1	1.6	121.929551667	0.00833786972816
RV41_PV_skeleton_graphs.pckle	((190, 313, 205), (194, 331, 210))	0	17	0.719225449516	0.291649858814	4	8	4	2.83333333333	121.929551667	0.0177964504829
RV41_PV_skeleton_graphs.pckle	((235, 272, 236), (203, 284, 272))	0	42	0.754458419373	0.171567522303	5	14	9	4.42105263158	77.3072556849	0.0155890300634
878_PV_skeleton_graphs.pckle	((273, 257, 256), (283, 241, 238))	0	21	0.764095917045	0.315219611849	3	8	5	3.81818181818	62.6597203434	0.0215847419266
878_PV_skeleton_graphs.pckle	((211, 259, 249), (193, 261, 270))	0	24	0.770902220123	0.246621621622	5	8	3	3.69230769231	65.1746782666	0.0211398528258
878_PV_skeleton_graphs.pckle	((182, 273, 238), (182, 272, 235))	1	2	0.58690744921	0.499436302142	5	5	0	0.4	97.6257254659	None
878_PV_skeleton_graphs.pckle	((182, 273, 238), (184, 283, 242))	0	9	0.817010309278	0.35683629675	4	5	1	2.0	97.6257254659	0.0304621182036
878_PV_skeleton_graphs.pckle	((277, 263, 257), (291, 271, 233))	0	23	0.883772744152	0.223541130572	5	7	2	3.83333333333	67.7324794429	0.0283662558146
878_PV_skeleton_graphs.pckle	((277, 263, 257), (289, 267, 275))	0	17	0.711451758341	0.332334432125	3	7	4	3.4	67.7324794429	0.0268144883276
146_PV_skeleton_graphs.pckle	((214, 222, 129), (199, 210, 135))	0	17	0.806340454859	0.157906192186	2	5	3	4.85714285714	87.0544165202	0.00918202478121
146_PV_skeleton_graphs.pckle	((214, 222, 129), (225, 225, 122))	0	10	0.400673400673	0.120997311171	6	8	2	1.42857142857	87.0544165202	0.0208615558835
146_PV_skeleton_graphs.pckle	((314, 246, 133), (345, 242, 135))	0	30	0.750749625187	0.093811533052	3	8	5	5.45454545455	52.6591879767	0.0170692254504
146_PV_skeleton_graphs.pckle	((314, 246, 133), (341, 292, 125))	0	48	0.855797819623	0.0726029861486	2	7	5	10.6666666667	52.6591879767	0.0196109236079
146_PV_skeleton_graphs.pckle	((206, 231, 121), (182, 258, 119))	0	39	0.848893995978	0.087824200222	3	6	3	8.66666666667	73.5363619629	0.0163528086978
146_PV_skeleton_graphs.pckle	((241, 224, 120), (239, 206, 121))	1	17	0.650042625746	0.0962817040138	4	9	5	2.61538461538	56.3883276887	0.0164834245795
393_PV_skeleton_graphs.pckle	((294, 237, 99), (332, 259, 90))	0	37	0.910975609756	0.05887209678	5	6	1	6.72727272727	37.4011223575	0.0529532440717
393_PV_skeleton_graphs.pckle	((294, 237, 99), (298, 232, 97))	0	4	0.743285939968	0.0858770858771	5	6	1	0.727272727273	37.4011223575	0.029274133579
393_PV_skeleton_graphs.pckle	((178, 259, 84), (164, 245, 80))	0	17	0.797752808989	0.112684162063	2	5	3	4.85714285714	71.9791877237	0.0159954999637
393_PV_skeleton_graphs.pckle	((175, 267, 82), (170, 278, 78))	0	10	0.767695099819	0.0852941176471	4	5	1	2.22222222222	76.3950034555	0.0421692138713
393_PV_skeleton_graphs.pckle	((175, 267, 82), (178, 277, 87))	0	10	0.740515933232	0.11692689851	3	5	2	2.5	76.3950034555	0.0395547575418
109_PV_skeleton_graphs.pckle	((263, 213, 142), (295, 259, 147))	0	52	0.84792981376	0.163689501398	7	11	4	5.77777777778	42.4679473479	0.0174327055625
109_PV_skeleton_graphs.pckle	((263, 213, 142), (221, 251, 136))	1	46	0.850798722045	0.156974848918	8	11	3	4.84210526316	42.4679473479	0.0200924702964
109_PV_skeleton_graphs.pckle	((265, 186, 132), (268, 184, 131))	1	2	0.501927525058	0.279345250915	10	10	0	0.2	17.5106369304	None
RV20_PV_skeleton_graphs.pckle	((281, 219, 247), (323, 297, 231))	0	86	0.838288704217	0.0143944368094	10	18	8	6.14285714286	48.4934206718	0.0228445739492
RV20_PV_skeleton_graphs.pckle	((254, 257, 226), (255, 255, 224))	1	1	None	None	None	None	None	None	82.9950728662	None
RV20_PV_skeleton_graphs.pckle	((216, 280, 218), (200, 285, 205))	0	15	0.754111842105	0.0188053353953	11	13	2	1.25	113.495613698	0.0181183918915
RV20_PV_skeleton_graphs.pckle	((216, 280, 218), (197, 279, 239))	0	25	0.673129505344	0.0272195834856	7	12	5	2.63157894737	113.495613698	0.0131126218418
169_PV_skeleton_graphs.pckle	((289, 230, 127), (313, 285, 126))	0	56	0.87763223346	0.0219178380893	6	9	3	7.46666666667	43.4246709452	0.0284146479328
169_PV_skeleton_graphs.pckle	((289, 230, 127), (209, 248, 113))	0	79	0.908676987121	0.0224327920903	6	9	3	10.5333333333	43.4246709452	0.0432044728396
637_PV_skeleton_graphs.pckle	((293, 289, 130), (303, 281, 137))	0	13	0.757614213198	0.378664103796	3	6	3	2.88888888889	64.7078019122	0.0126204484169
637_PV_skeleton_graphs.pckle	((293, 289, 130), (330, 299, 121))	0	36	0.901457541191	0.223354564756	5	6	1	6.54545454545	64.7078019122	0.0297610627
637_PV_skeleton_graphs.pckle	((198, 305, 118), (186, 319, 129))	0	17	0.794619762028	0.299550596622	4	8	4	2.83333333333	64.976193528	0.024826709073
637_PV_skeleton_graphs.pckle	((198, 305, 118), (177, 327, 109))	0	29	0.857298178853	0.209343348128	6	8	2	4.14285714286	64.976193528	0.00874842142016
637_PV_skeleton_graphs.pckle	((222, 283, 121), (223, 284, 122))	1	0	None	None	None	None	None	None	45.3162335137	None
460_PV_skeleton_graphs.pckle	((332, 244, 139), (343, 272, 134))	0	29	0.81894013739	0.278263244129	2	7	5	6.44444444444	99.2209644591	None
460_PV_skeleton_graphs.pckle	((332, 244, 139), (346, 264, 152))	0	22	0.763586956522	0.379283689771	2	7	5	4.88888888889	99.2209644591	None
460_PV_skeleton_graphs.pckle	((316, 214, 154), (325, 218, 158))	0	9	0.808752025932	0.464958553127	3	4	1	2.57142857143	91.4317173028	0.0311305677448
460_PV_skeleton_graphs.pckle	((316, 214, 154), (320, 206, 152))	0	7	0.788203753351	0.50201884253	2	4	2	2.33333333333	91.4317173028	0.020434085466
460_PV_skeleton_graphs.pckle	((140, 255, 118), (132, 286, 104))	0	31	0.873038516405	0.332385016596	3	5	2	7.75	101.140272954	0.0107068021872
460_PV_skeleton_graphs.pckle	((140, 255, 118), (149, 270, 124))	0	15	0.838658146965	0.459618208517	3	6	3	3.33333333333	101.140272954	0.0146824298791
460_PV_skeleton_graphs.pckle	((338, 228, 136), (338, 215, 127))	0	12	0.757709251101	0.364219815483	3	5	2	3.0	107.212286043	0.0232054424035
460_PV_skeleton_graphs.pckle	((344, 224, 137), (351, 220, 137))	0	6	0.803278688525	0.567970204842	2	3	1	2.4	110.735773071	0.0188874725943
460_PV_skeleton_graphs.pckle	((344, 224, 137), (339, 211, 140))	0	12	0.792490118577	0.634880803011	2	3	1	4.8	110.735773071	0.018370659261
460_PV_skeleton_graphs.pckle	((141, 240, 120), (115, 233, 113))	0	25	0.792237442922	0.364089775561	2	6	4	6.25	94.0017335274	0.00633150718245
650_PV_skeleton_graphs.pckle	((272, 180, 61), (283, 173, 59))	1	13	0.684727272727	0.104491222737	6	7	1	2.0	8.88585008918	0.0412855584656
650_PV_skeleton_graphs.pckle	((234, 240, 61), (237, 248, 61))	1	7	0.71012482663	0.143140758388	4	4	0	1.75	59.5306965432	0.0260264856735
650_PV_skeleton_graphs.pckle	((274, 183, 61), (284, 182, 62))	1	9	0.591397849462	0.152280701754	5	7	2	1.5	8.88585008918	None
650_PV_skeleton_graphs.pckle	((173, 256, 58), (170, 248, 59))	0	7	0.757225433526	0.178534571723	3	4	1	2.0	101.397123032	0.0244202643292
650_PV_skeleton_graphs.pckle	((173, 256, 58), (152, 279, 51))	0	29	0.907223553578	0.102935475914	3	5	2	7.25	101.397123032	0.00963495791544
650_PV_skeleton_graphs.pckle	((308, 253, 60), (319, 249, 60))	0	10	0.824314306894	0.145006986993	3	5	2	2.5	62.3078803058	0.038375021358
650_PV_skeleton_graphs.pckle	((324, 273, 53), (327, 285, 53))	0	11	0.749206349206	0.13874614594	3	5	2	2.75	84.0194495987	0.0238697777753
650_PV_skeleton_graphs.pckle	((324, 273, 53), (330, 267, 52))	0	6	0.544364508393	0.191988950276	4	5	1	1.33333333333	84.0194495987	0.0243149544099
650_PV_skeleton_graphs.pckle	((274, 219, 64), (275, 229, 63))	1	9	0.544897959184	0.140501792115	5	6	1	1.63636363636	30.4196867661	None
650_PV_skeleton_graphs.pckle	((273, 189, 62), (246, 192, 65))	1	26	0.643425362658	0.139463551524	1	7	6	6.5	14.1961733855	0.0390088911345
624_PV_skeleton_graphs.pckle	((335, 316, 125), (321, 347, 119))	0	36	0.820052770449	0.321186440678	2	8	6	7.2	112.348577341	None
624_PV_skeleton_graphs.pckle	((335, 316, 125), (338, 333, 108))	0	24	0.803623898139	0.23465869915	4	8	4	4.0	112.348577341	None
624_PV_skeleton_graphs.pckle	((350, 298, 124), (353, 279, 121))	0	18	0.928308823529	0.496803652968	2	3	1	7.2	124.416578479	0.0156652363921
624_PV_skeleton_graphs.pckle	((350, 298, 124), (362, 297, 121))	0	11	0.876160990712	0.550255536627	2	3	1	4.4	124.416578479	0.0151543774139
624_PV_skeleton_graphs.pckle	((206, 265, 126), (193, 280, 138))	0	18	0.787456445993	0.284088097006	4	8	4	3.0	97.0013655652	0.0181165615304
624_PV_skeleton_graphs.pckle	((206, 265, 126), (193, 266, 119))	0	12	0.775637688704	0.264527678326	6	9	3	1.6	97.0013655652	0.0147850528633
624_PV_skeleton_graphs.pckle	((341, 303, 124), (347, 292, 112))	0	12	0.741358760429	0.413096996553	2	5	3	3.42857142857	118.031757827	0.0175715188571
410_PV_skeleton_graphs.pckle	((367, 285, 121), (377, 285, 119))	0	9	0.871212121212	0.767441860465	1	2	1	6.0	86.694090572	0.0183871129192
410_PV_skeleton_graphs.pckle	((367, 285, 121), (371, 274, 119))	0	10	0.939516129032	0.599033816425	2	2	0	5.0	86.694090572	0.0255304210939
410_PV_skeleton_graphs.pckle	((207, 254, 122), (198, 265, 132))	0	14	0.740075614367	0.527680798005	2	5	3	4.0	86.8421343972	0.041689092573
